"The Mock Mission"
"The important thing is to not push the 18spm splits on this row as youÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ll end up going too fast at 24spm."
Durata Prevista
30 min
TSS (Stress Score) stimato
28

time_ms,target_watts,target_spm,target_force,real_watts,real_force,cord_pos,seat_pos,heart_rate
2350,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2360,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2370,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2380,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2390,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2400,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2410,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2420,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2430,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2440,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2450,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2460,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2470,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2480,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2490,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2500,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2510,130.0,18.0,32.50,0.0,0.94,0.000,0.086,90
2520,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2530,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2540,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2550,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2560,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2570,130.0,18.0,32.50,0.0,0.94,0.000,0.085,90
2580,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2590,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2600,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2610,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2620,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2630,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2640,130.0,18.0,32.50,0.0,0.95,0.000,0.085,90
2650,130.0,18.0,32.50,0.0,1.38,0.000,0.085,90
2660,130.0,18.0,32.50,0.0,1.38,0.000,0.085,90
2670,130.0,18.0,32.50,0.0,1.37,0.000,0.085,90
2680,130.0,18.0,32.50,0.0,1.36,0.000,0.084,90
2690,130.0,18.0,32.50,0.0,1.35,0.000,0.084,90
2700,130.0,18.0,32.50,0.0,1.35,0.000,0.084,90
2710,130.0,18.0,32.50,0.0,1.34,0.000,0.084,90
2720,130.0,18.0,32.50,0.0,1.33,0.000,0.084,90
2730,130.0,18.0,32.50,0.0,1.32,0.000,0.084,90
2740,130.0,18.0,32.50,0.0,1.31,0.000,0.083,90
2750,130.0,18.0,32.50,0.0,1.31,0.000,0.083,90
2760,130.0,18.0,32.50,0.0,1.30,0.000,0.083,90
2770,130.0,18.0,32.50,0.0,1.29,0.000,0.083,90
2780,130.0,18.0,32.50,0.0,2.64,0.000,0.086,90
2790,130.0,18.0,32.50,0.0,2.63,0.000,0.086,90
2800,130.0,18.0,32.50,0.0,2.62,0.000,0.086,90
2810,130.0,18.0,32.50,0.0,2.61,0.000,0.086,90
2820,130.0,18.0,32.50,0.0,2.60,0.000,0.086,90
2830,130.0,18.0,32.50,0.0,2.59,0.000,0.086,90
2840,130.0,18.0,32.50,0.0,2.58,0.000,0.086,90
2850,130.0,18.0,32.50,0.0,2.57,0.000,0.086,90
2860,130.0,18.0,32.50,0.0,2.56,0.000,0.086,90
2870,130.0,18.0,32.50,0.0,2.55,0.000,0.086,90
2880,130.0,18.0,32.50,0.0,2.54,0.000,0.086,90
2890,130.0,18.0,32.50,0.0,2.53,0.000,0.086,90
2900,130.0,18.0,32.50,0.0,2.52,0.000,0.086,90
2910,130.0,18.0,32.50,0.0,5.88,0.000,0.083,90
2920,130.0,18.0,32.50,0.0,5.92,0.000,0.083,90
2930,130.0,18.0,32.50,0.0,5.96,0.000,0.083,90
2940,130.0,18.0,32.50,0.0,6.00,0.000,0.083,90
2950,130.0,18.0,32.50,0.0,6.04,0.000,0.083,90
2960,130.0,18.0,32.50,0.0,6.07,0.000,0.083,90
2970,130.0,18.0,32.50,0.0,6.11,0.000,0.083,90
2980,130.0,18.0,32.50,0.0,6.15,0.000,0.083,90
2990,130.0,18.0,32.50,0.0,6.19,0.000,0.083,90
3000,130.0,18.0,32.50,0.0,6.23,0.000,0.083,90
3010,130.0,18.0,32.50,0.0,6.27,0.000,0.083,90
3020,130.0,18.0,32.50,0.0,6.31,0.000,0.083,90
3030,130.0,18.0,32.50,0.0,6.35,0.000,0.083,90
3040,130.0,18.0,32.50,0.0,13.84,0.003,0.085,90
3050,130.0,18.0,32.50,0.0,13.90,0.003,0.085,90
3060,130.0,18.0,32.50,0.0,13.96,0.003,0.085,90
3070,130.0,18.0,32.50,0.0,14.02,0.003,0.085,90
3080,130.0,18.0,32.50,0.0,14.08,0.003,0.085,90
3090,130.0,18.0,32.50,0.0,14.15,0.003,0.085,90
3100,130.0,18.0,32.50,0.0,14.21,0.003,0.085,90
3110,130.0,18.0,32.50,0.0,14.27,0.003,0.085,90
3120,130.0,18.0,32.50,0.0,14.33,0.003,0.085,90
3130,130.0,18.0,32.50,0.0,14.39,0.003,0.085,90
3140,130.0,18.0,32.50,0.0,14.45,0.003,0.085,90
3150,130.0,18.0,32.50,0.0,14.51,0.003,0.085,90
3160,130.0,18.0,32.50,0.0,14.57,0.003,0.085,90
3170,130.0,18.0,32.50,0.0,24.96,0.010,0.088,90
3180,130.0,18.0,32.50,0.0,25.02,0.010,0.088,90
3190,130.0,18.0,32.50,0.0,25.08,0.010,0.088,90
3200,130.0,18.0,32.50,0.0,25.15,0.010,0.088,90
3210,130.0,18.0,32.50,0.0,25.21,0.010,0.088,90
3220,130.0,18.0,32.50,0.0,25.27,0.010,0.088,90
3230,130.0,18.0,32.50,0.0,25.33,0.010,0.088,90
3240,130.0,18.0,32.50,0.0,25.40,0.010,0.088,90
3250,130.0,18.0,32.50,0.0,25.46,0.010,0.088,90
3260,130.0,18.0,32.50,0.0,25.52,0.010,0.088,90
3270,130.0,18.0,32.50,0.0,25.58,0.010,0.088,90
3280,130.0,18.0,32.50,0.0,25.65,0.010,0.088,90
3290,130.0,18.0,32.50,0.0,25.71,0.011,0.088,90
3300,130.0,18.0,32.50,0.0,34.18,0.025,0.084,90
3310,130.0,18.0,32.50,0.0,34.21,0.025,0.084,90
3320,130.0,18.0,32.50,0.0,34.24,0.025,0.084,90
3330,130.0,18.0,32.50,0.0,34.26,0.025,0.084,90
3340,130.0,18.0,32.50,0.0,34.29,0.026,0.084,90
3350,130.0,18.0,32.50,0.0,34.32,0.026,0.084,90
3360,130.0,18.0,32.50,0.0,34.35,0.026,0.084,90
3370,130.0,18.0,32.50,0.0,34.37,0.026,0.084,90
3380,130.0,18.0,32.50,0.0,34.40,0.026,0.084,90
3390,130.0,18.0,32.50,0.0,34.43,0.026,0.084,90
3400,130.0,18.0,32.50,0.0,34.45,0.026,0.084,90
3410,130.0,18.0,32.50,0.0,34.48,0.026,0.084,90
3420,130.0,18.0,32.50,0.0,34.51,0.027,0.084,90
3430,130.0,18.0,32.50,0.0,38.11,0.051,0.084,90
3440,130.0,18.0,32.50,0.0,38.13,0.051,0.084,90
3450,130.0,18.0,32.50,0.0,38.15,0.051,0.084,90
3460,130.0,18.0,32.50,0.0,38.18,0.052,0.084,90
3470,130.0,18.0,32.50,0.0,38.20,0.052,0.084,90
3480,130.0,18.0,32.50,0.0,38.22,0.052,0.084,90
3490,130.0,18.0,32.50,0.0,38.25,0.052,0.083,90
3500,130.0,18.0,32.50,0.0,38.27,0.052,0.083,90
3510,130.0,18.0,32.50,0.0,38.29,0.053,0.083,90
3520,130.0,18.0,32.50,0.0,38.31,0.053,0.083,90
3530,130.0,18.0,32.50,0.0,38.34,0.053,0.083,90
3540,130.0,18.0,32.50,0.0,38.36,0.053,0.083,90
3550,130.0,18.0,32.50,0.0,38.38,0.053,0.083,90
3560,130.0,18.0,32.50,0.0,43.08,0.090,0.086,90
3570,130.0,18.0,32.50,0.0,43.08,0.090,0.086,90
3580,130.0,18.0,32.50,0.0,43.09,0.090,0.086,90
3590,130.0,18.0,32.50,0.0,43.10,0.090,0.086,90
3600,130.0,18.0,32.50,0.0,43.11,0.091,0.086,90
3610,130.0,18.0,32.50,0.0,43.12,0.091,0.086,90
3620,130.0,18.0,32.50,0.0,43.13,0.091,0.086,90
3630,130.0,18.0,32.50,0.0,43.14,0.092,0.086,90
3640,130.0,18.0,32.50,0.0,43.14,0.092,0.086,90
3650,130.0,18.0,32.50,0.0,43.15,0.092,0.086,90
3660,130.0,18.0,32.50,0.0,43.16,0.092,0.086,90
3670,130.0,18.0,32.50,0.0,43.17,0.093,0.086,90
3680,130.0,18.0,32.50,0.0,43.18,0.093,0.086,90
3690,130.0,18.0,32.50,0.0,46.61,0.142,0.085,90
3700,130.0,18.0,32.50,0.0,46.62,0.142,0.085,90
3710,130.0,18.0,32.50,0.0,46.63,0.142,0.085,90
3720,130.0,18.0,32.50,0.0,46.64,0.143,0.085,90
3730,130.0,18.0,32.50,0.0,46.65,0.143,0.085,90
3740,130.0,18.0,32.50,0.0,46.66,0.143,0.085,90
3750,130.0,18.0,32.50,0.0,46.67,0.144,0.085,90
3760,130.0,18.0,32.50,0.0,46.68,0.144,0.085,90
3770,130.0,18.0,32.50,0.0,46.69,0.144,0.085,90
3780,130.0,18.0,32.50,0.0,46.70,0.145,0.085,90
3790,130.0,18.0,32.50,0.0,46.71,0.145,0.085,90
3800,130.0,18.0,32.50,0.0,46.72,0.145,0.085,90
3810,130.0,18.0,32.50,0.0,46.73,0.146,0.085,90
3820,130.0,18.0,32.50,0.0,47.80,0.209,0.083,90
3830,130.0,18.0,32.50,0.0,47.81,0.209,0.083,90
3840,130.0,18.0,32.50,0.0,47.81,0.210,0.083,90
3850,130.0,18.0,32.50,0.0,47.81,0.210,0.083,90
3860,130.0,18.0,32.50,0.0,47.82,0.211,0.083,90
3870,130.0,18.0,32.50,0.0,47.82,0.211,0.083,90
3880,130.0,18.0,32.50,0.0,47.83,0.211,0.083,90
3890,130.0,18.0,32.50,0.0,47.83,0.212,0.083,90
3900,130.0,18.0,32.50,0.0,47.83,0.212,0.083,90
3910,130.0,18.0,32.50,0.0,47.84,0.213,0.083,90
3920,130.0,18.0,32.50,0.0,47.84,0.213,0.083,90
3930,130.0,18.0,32.50,0.0,47.85,0.214,0.083,90
3940,130.0,18.0,32.50,0.0,44.97,0.257,0.086,90
3950,130.0,18.0,32.50,0.0,41.64,0.290,0.086,90
3960,130.0,18.0,32.50,0.0,41.57,0.291,0.086,90
3970,130.0,18.0,32.50,0.0,41.51,0.291,0.086,90
3980,130.0,18.0,32.50,0.0,41.44,0.292,0.086,90
3990,130.0,18.0,32.50,0.0,41.38,0.292,0.086,90
4000,130.0,18.0,32.50,0.0,41.32,0.293,0.086,90
4010,130.0,18.0,32.50,0.0,41.25,0.293,0.086,90
4020,130.0,18.0,32.50,0.0,41.19,0.294,0.086,90
4030,130.0,18.0,32.50,0.0,41.12,0.294,0.086,90
4040,130.0,18.0,32.50,0.0,41.06,0.295,0.086,90
4050,130.0,18.0,32.50,0.0,40.99,0.295,0.086,90
4060,130.0,18.0,32.50,0.0,40.93,0.296,0.086,90
4070,130.0,18.0,32.50,0.0,40.87,0.296,0.086,90
4080,130.0,18.0,32.50,0.0,27.86,0.383,0.083,90
4090,130.0,18.0,32.50,0.0,27.71,0.383,0.083,90
4100,130.0,18.0,32.50,0.0,27.56,0.384,0.083,90
4110,130.0,18.0,32.50,0.0,27.40,0.385,0.083,90
4120,130.0,18.0,32.50,0.0,27.25,0.385,0.083,90
4130,130.0,18.0,32.50,0.0,27.10,0.386,0.083,90
4140,130.0,18.0,32.50,0.0,26.95,0.386,0.083,90
4150,130.0,18.0,32.50,0.0,26.80,0.387,0.083,90
4160,130.0,18.0,32.50,0.0,26.65,0.387,0.083,90
